"Code";"Name";"at post-working age;2023;[%]";
1605015;"Gogolin - rural area (5)";20.6;
1605023;"Krapkowice (3)";25.3;
1605024;"Krapkowice - urban area (4)";27.1;
1605025;"Krapkowice - rural area (5)";20.9;
1605032;"Strzeleczki (2)";20.5;
1605042;"Walce (2)";21.4;
1605053;"Zdzieszowice (3)";24.2;
1605054;"Zdzieszowice - urban area (4)";25.4;
1605055;"Zdzieszowice - rural area (5)";21.1;
1606012;"Domaszowice (2)";24.8;
1606023;"Namysłów (3)";24.2;
1606024;"Namysłów - urban area (4)";25.9;
1606025;"Namysłów - rural area (5)";21.1;
1606032;"Pokój (2)";23.8;
1606042;"Świerczów (2)";24.6;
1606052;"Wilków (2)";20.3;
1607013;"Głuchołazy (3)";26.6;
1607014;"Głuchołazy - urban area (4)";28.3;
1607015;"Głuchołazy - rural area (5)";24.3;
1607022;"Kamiennik (2)";24.0;
1607033;"Korfantów (3)";22.5;
1607034;"Korfantów - urban area (4)";28.9;
1607035;"Korfantów - rural area (5)";20.9;
1607042;"Łambinowice (2)";23.3;
1607053;"Nysa (3)";27.7;
1607054;"Nysa - urban area (4)";29.5;
1607055;"Nysa - rural area (5)";22.2;
1607063;"Otmuchów (3)";25.2;
1607064;"Otmuchów - urban area (4)";27.9;
1607065;"Otmuchów - rural area (5)";22.7;
1607073;"Paczków (3)";26.5;
1607074;"Paczków - urban area (4)";28.8;
1607075;"Paczków - rural area (5)";23.2;
1607082;"Pakosławice (2)";23.3;
1607092;"Skoroszyce (2)";22.9;
1608013;"Dobrodzień (3)";22.6;
1608014;"Dobrodzień - urban area (4)";25.4;
1608015;"Dobrodzień - rural area (5)";21.0;
1608023;"Gorzów Śląski (3)";21.7;
1608024;"Gorzów Śląski - urban area (4)";22.9;
1608025;"Gorzów Śląski - rural area (5)";21.1;
1608033;"Olesno (3)";23.7;
1608034;"Olesno - urban area (4)";27.0;
1608035;"Olesno - rural area (5)";20.1;
1608043;"Praszka (3)";29.1;
1608044;"Praszka - urban area (4)";32.9;
1608045;"Praszka - rural area (5)";24.4;
1608052;"Radłów (2)";20.2;
1608062;"Rudniki (2)";25.3;
1608072;"Zębowice (2)";19.6;
1609012;"Chrząstowice (2)";20.6;
1609022;"Dąbrowa (2)";22.9;
1609032;"Dobrzeń Wielki (2)";19.1;
1609042;"Komprachcice (2)";22.3;
1609052;"Łubniany (2)";19.7;
1609062;"Murów (2)";23.2;
1609073;"Niemodlin (3)";24.5;
1609074;"Niemodlin - urban area (4)";27.3;
1609075;"Niemodlin - rural area (5)";22.0;
1609083;"Ozimek (3)";24.0;
1609084;"Ozimek - urban area (4)";26.8;
1609085;"Ozimek - rural area (5)";21.8;
1609092;"Popielów (2)";24.6;
1609103;"Prószków (3)";20.8;
1609104;"Prószków - urban area (4)";22.7;
1609105;"Prószków - rural area (5)";20.0;
1609112;"Tarnów Opolski (2)";21.1;
1609123;"Tułowice (3)";26.9;
1609124;"Tułowice - urban area (4)";28.1;
1609125;"Tułowice - rural area (5)";23.5;
1609132;"Turawa (2)";21.7;
1610013;"Biała (3)";22.4;
1610014;"Biała - urban area (4)";25.0;
1610015;"Biała - rural area (5)";21.7;
1610023;"Głogówek (3)";22.6;
1610024;"Głogówek - urban area (4)";22.1;
1610025;"Głogówek - rural area (5)";23.0;
1610032;"Lubrza (2)";22.9;
1610043;"Prudnik (3)";26.8;
1610044;"Prudnik - urban area (4)";28.5;
1610045;"Prudnik - rural area (5)";21.4;
1611012;"Izbicko (2)";20.8;
1611022;"Jemielnica (2)";20.6;
1611033;"Kolonowskie (3)";23.9;
1611034;"Kolonowskie - urban area (4)";22.9;
1611035;"Kolonowskie - rural area (5)";25.1;
1611043;"Leśnica (3)";21.7;
1611044;"Leśnica - urban area (4)";21.4;
1611045;"Leśnica - rural area (5)";21.8;
1611053;"Strzelce Opolskie (3)";23.6;
1611054;"Strzelce Opolskie - urban area (4)";25.8;
1611055;"Strzelce Opolskie - rural area (5)";20.4;
1611063;"Ujazd (3)";18.9;
1611064;"Ujazd - urban area (4)";18.9;
1611065;"Ujazd - rural area (5)";18.9;
1611073;"Zawadzkie (3)";23.8;
1611074;"Zawadzkie - urban area (4)";25.4;
1611075;"Zawadzkie - rural area (5)";21.4;
1661011;"Opole (1)";25.9;
1801032;"Czarna (2)";20.8;
1801052;"Lutowiska (2)";22.6;
1801083;"Ustrzyki Dolne (3)";24.2;
1801084;"Ustrzyki Dolne - urban area (4)";27.4;
1801085;"Ustrzyki Dolne - rural area (5)";20.7;
1802013;"Brzozów (3)";21.8;
1802014;"Brzozów - urban area (4)";27.2;
1802015;"Brzozów - rural area (5)";19.8;
1802022;"Domaradz (2)";20.7;
1802032;"Dydnia (2)";21.5;
1802042;"Haczów (2)";21.8;
1802052;"Jasienica Rosielna (2)";19.1;
1802062;"Nozdrzec (2)";24.0;
1803011;"Dębica (1)";26.2;
1803023;"Brzostek (3)";19.7;
1803024;"Brzostek - urban area (4)";20.2;
1803025;"Brzostek - rural area (5)";19.6;
1803032;"Czarna (2)";18.1;
1803042;"Dębica (2)";19.0;
1803052;"Jodłowa (2)";19.5;
1803063;"Pilzno (3)";18.9;
1803064;"Pilzno - urban area (4)";20.0;
1803065;"Pilzno - rural area (5)";18.4;
1803072;"Żyraków (2)";17.5;
1804011;"Jarosław (1)";27.5;
1804021;"Radymno (1)";24.0;
1804032;"Chłopice (2)";22.2;
1804042;"Jarosław (2)";20.2;
1804052;"Laszki (2)";21.2;
1804062;"Pawłosiów (2)";20.7;
1804073;"Pruchnik (3)";20.0;
1804074;"Pruchnik - urban area (4)";20.0;
1804075;"Pruchnik - rural area (5)";20.0;
1804082;"Radymno (2)";20.4;
1804092;"Rokietnica (2)";20.0;
1804102;"Roźwienica (2)";19.3;
1804112;"Wiązownica (2)";18.8;
1805011;"Jasło (1)";27.5;
1805022;"Brzyska (2)";18.7;
1805032;"Dębowiec (2)";20.2;
1805042;"Jasło (2)";21.1;
1805053;"Kołaczyce (3)";20.5;
1805054;"Kołaczyce - urban area (4)";26.5;
1805055;"Kołaczyce - rural area (5)";19.4;
1805062;"Krempna (2)";22.5;
1805072;"Nowy Żmigród (2)";22.3;
1805082;"Osiek Jasielski (2)";19.8;
1805092;"Skołyszyn (2)";21.9;
1805112;"Tarnowiec (2)";22.0;
1806012;"Cmolas (2)";18.4;
1806023;"Kolbuszowa (3)";21.4;
1806024;"Kolbuszowa - urban area (4)";25.7;
1806025;"Kolbuszowa - rural area (5)";19.1;
1806032;"Majdan Królewski (2)";19.3;
1806042;"Niwiska (2)";18.3;
1806052;"Raniżów (2)";19.4;
1806062;"Dzikowiec (2)";18.7;
1807012;"Chorkówka (2)";20.9;
1807023;"Dukla (3)";22.6;
1807024;"Dukla - urban area (4)";25.6;
1807025;"Dukla - rural area (5)";22.1;
1807033;"Iwonicz-Zdrój (3)";22.4;
1807034;"Iwonicz-Zdrój - urban area (4)";33.0;
1807035;"Iwonicz-Zdrój - rural area (5)";20.5;
1807043;"Jedlicze (3)";22.8;
1807044;"Jedlicze - urban area (4)";24.6;
1807045;"Jedlicze - rural area (5)";21.8;
1807052;"Korczyna (2)";21.3;
1807062;"Krościenko Wyżne (2)";20.7;
1807072;"Miejsce Piastowe (2)";22.2;
1807083;"Rymanów (3)";23.2;
1807084;"Rymanów - urban area (4)";25.9;
1807085;"Rymanów - rural area (5)";22.4;
1807092;"Wojaszówka (2)";21.7;
1807102;"Jaśliska (2)";23.0;
1808011;"Leżajsk (1)";28.1;
1808022;"Grodzisko Dolne (2)";21.1;
1808032;"Kuryłówka (2)";20.4;
1808042;"Leżajsk (2)";19.6;
1808053;"Nowa Sarzyna (3)";20.8;
1808054;"Nowa Sarzyna - urban area (4)";29.0;
1808055;"Nowa Sarzyna - rural area (5)";18.1;
1809011;"Lubaczów (1)";26.0;
1809023;"Cieszanów (3)";23.6;
1809024;"Cieszanów - urban area (4)";25.2;
1809025;"Cieszanów - rural area (5)";22.9;
1809032;"Horyniec-Zdrój (2)";25.3;
1809042;"Lubaczów (2)";18.6;
1809053;"Narol (3)";24.2;
1809054;"Narol - urban area (4)";21.9;
1809055;"Narol - rural area (5)";25.1;
1809063;"Oleszyce (3)";21.4;
1809064;"Oleszyce - urban area (4)";22.5;
1809065;"Oleszyce - rural area (5)";20.5;
1809072;"Stary Dzików (2)";23.4;
1809082;"Wielkie Oczy (2)";20.5;
1810011;"Łańcut (1)";25.0;
1810022;"Białobrzegi (2)";18.8;
1810032;"Czarna (2)";18.6;
1810042;"Łańcut (2)";20.6;
1810052;"Markowa (2)";21.5;
1810062;"Rakszawa (2)";20.2;
1810072;"Żołynia (2)";19.4;
1811011;"Mielec (1)";26.7;
1811022;"Borowa (2)";20.9;
1811032;"Czermin (2)";17.4;
1811042;"Gawłuszowice (2)";20.3;
1811052;"Mielec (2)";19.3;
1811062;"Padew Narodowa (2)";22.0;
1811073;"Przecław (3)";17.7;
1811074;"Przecław - urban area (4)";15.3;
1811075;"Przecław - rural area (5)";18.2;
1811083;"Radomyśl Wielki (3)";18.2;
1811084;"Radomyśl Wielki - urban area (4)";16.5;
1811085;"Radomyśl Wielki - rural area (5)";18.7;
1811092;"Tuszów Narodowy (2)";18.4;
1811102;"Wadowice Górne (2)";17.1;
1812012;"Harasiuki (2)";20.9;
1812022;"Jarocin (2)";21.3;
1812032;"Jeżowe (2)";17.4;
1812042;"Krzeszów (2)";24.0;
1812053;"Nisko (3)";23.1;
1812054;"Nisko - urban area (4)";23.7;
1812055;"Nisko - rural area (5)";21.9;
1812063;"Rudnik nad Sanem (3)";23.3;
1812064;"Rudnik nad Sanem - urban area (4)";24.9;
1812065;"Rudnik nad Sanem - rural area (5)";20.3;
1812073;"Ulanów (3)";23.0;
1812074;"Ulanów - urban area (4)";27.1;
1812075;"Ulanów - rural area (5)";22.2;
1813012;"Bircza (2)";22.1;
1813023;"Dubiecko (3)";21.8;
1813024;"Dubiecko - urban area (4)";23.8;
1813025;"Dubiecko - rural area (5)";21.6;
1813032;"Fredropol (2)";21.2;
1813042;"Krasiczyn (2)";20.7;
1813052;"Krzywcza (2)";20.9;
1813062;"Medyka (2)";19.6;
1813072;"Orły (2)";20.3;
1813082;"Przemyśl (2)";19.9;
1813092;"Stubno (2)";20.9;
1813102;"Żurawica (2)";21.0;
1814011;"Przeworsk (1)";26.4;
1814022;"Adamówka (2)";20.6;
1814032;"Gać (2)";21.2;
1814042;"Jawornik Polski (2)";24.1;
1814053;"Kańczuga (3)";22.7;
1814054;"Kańczuga - urban area (4)";23.2;
1814055;"Kańczuga - rural area (5)";22.6;
1814062;"Przeworsk (2)";19.9;
1814073;"Sieniawa (3)";20.4;
1814074;"Sieniawa - urban area (4)";22.0;
1814075;"Sieniawa - rural area (5)";19.7;
1814082;"Tryńcza (2)";18.5;
1814092;"Zarzecze (2)";20.3;
1815012;"Iwierzyce (2)";18.7;
1815022;"Ostrów (2)";16.8;
1815033;"Ropczyce (3)";19.8;
1815034;"Ropczyce - urban area (4)";21.2;
1815035;"Ropczyce - rural area (5)";17.8;
1815043;"Sędziszów Małopolski (3)";20.4;
1815044;"Sędziszów Małopolski - urban area (4)";21.5;
1815045;"Sędziszów Małopolski - rural area (5)";19.2;
1815052;"Wielopole Skrzyńskie (2)";19.1;
1816011;"Dynów (1)";23.0;
1816023;"Błażowa (3)";21.7;
1816024;"Błażowa - urban area (4)";25.4;
1816025;"Błażowa - rural area (5)";20.8;
1816033;"Boguchwała (3)";19.5;
1816034;"Boguchwała - urban area (4)";22.8;
1816035;"Boguchwała - rural area (5)";18.2;
1816042;"Chmielnik (2)";18.5;
1816052;"Dynów (2)";21.7;
1816063;"Głogów Małopolski (3)";17.5;
1816064;"Głogów Małopolski - urban area (4)";17.3;
1816065;"Głogów Małopolski - rural area (5)";17.7;
1816072;"Hyżne (2)";20.1;
1816082;"Kamień (2)";17.4;
1816092;"Krasne (2)";17.1;
1816102;"Lubenia (2)";21.5;
1816113;"Sokołów Małopolski (3)";18.9;
1816114;"Sokołów Małopolski - urban area (4)";20.3;
1816115;"Sokołów Małopolski - rural area (5)";18.4;
1816122;"Świlcza (2)";19.5;
1816132;"Trzebownisko (2)";17.3;
1816143;"Tyczyn (3)";18.2;
1816144;"Tyczyn - urban area (4)";19.2;
1816145;"Tyczyn - rural area (5)";17.5;
1817011;"Sanok (1)";28.8;
1817022;"Besko (2)";19.3;
1817032;"Bukowsko (2)";20.2;
1817042;"Komańcza (2)";25.8;
1817052;"Sanok (2)";19.9;
1817062;"Tyrawa Wołoska (2)";18.5;
1817073;"Zagórz (3)";22.5;
1817074;"Zagórz - urban area (4)";24.0;
1817075;"Zagórz - rural area (5)";21.6;
1817082;"Zarszyn (2)";22.2;
1818011;"Stalowa Wola (1)";29.1;
1818022;"Bojanów (2)";17.6;
1818032;"Pysznica (2)";19.5;
1818042;"Radomyśl nad Sanem (2)";22.9;
1818053;"Zaklików (3)";24.0;
1818054;"Zaklików - urban area (4)";25.4;
1818055;"Zaklików - rural area (5)";23.3;
1818062;"Zaleszany (2)";20.9;
1819012;"Czudec (2)";20.7;
1819022;"Frysztak (2)";20.4;
1819032;"Niebylec (2)";20.6;
1819043;"Strzyżów (3)";23.2;
1819044;"Strzyżów - urban area (4)";25.8;
1819045;"Strzyżów - rural area (5)";21.3;
1819052;"Wiśniowa (2)";21.0;
1820013;"Baranów Sandomierski (3)";22.0;
1820014;"Baranów Sandomierski - urban area (4)";26.8;
1820015;"Baranów Sandomierski - rural area (5)";21.3;
1820022;"Gorzyce (2)";23.2;
1820032;"Grębów (2)";19.8;
1820043;"Nowa Dęba (3)";25.5;
1820044;"Nowa Dęba - urban area (4)";27.0;
1820045;"Nowa Dęba - rural area (5)";23.2;
1821012;"Baligród (2)";23.2;
1821022;"Cisna (2)";21.6;
1821033;"Lesko (3)";25.1;
1821034;"Lesko - urban area (4)";27.6;
1821035;"Lesko - rural area (5)";22.8;
1821042;"Olszanica (2)";22.1;
1821052;"Solina (2)";23.3;
1861011;"Krosno (1)";27.9;
1862011;"Przemyśl (1)";28.5;
1863011;"Rzeszów (1)";21.9;
1864011;"Tarnobrzeg (1)";27.6;
2001011;"Augustów (1)";24.7;
2001022;"Augustów (2)";18.8;
2001032;"Bargłów Kościelny (2)";22.2;
2001043;"Lipsk (3)";28.3;
2001044;"Lipsk - urban area (4)";29.4;
2001045;"Lipsk - rural area (5)";27.4;
2001052;"Nowinka (2)";21.3;
2001062;"Płaska (2)";24.7;
2001072;"Sztabin (2)";23.5;
2002013;"Choroszcz (3)";18.4;
2002014;"Choroszcz - urban area (4)";22.3;
2002015;"Choroszcz - rural area (5)";16.4;
2002023;"Czarna Białostocka (3)";25.5;
2002024;"Czarna Białostocka - urban area (4)";25.4;
2002025;"Czarna Białostocka - rural area (5)";25.7;
2002032;"Dobrzyniewo Duże (2)";18.2;
2002042;"Gródek (2)";30.2;
2002052;"Juchnowiec Kościelny (2)";17.1;
2002063;"Łapy (3)";27.1;
2002064;"Łapy - urban area (4)";28.3;
2002065;"Łapy - rural area (5)";24.3;
2002073;"Michałowo (3)";30.2;
2002074;"Michałowo - urban area (4)";28.2;
2002075;"Michałowo - rural area (5)";32.0;
2002082;"Poświętne (2)";23.7;
2002093;"Supraśl (3)";18.4;
2002094;"Supraśl - urban area (4)";27.3;
2002095;"Supraśl - rural area (5)";15.7;
2002103;"Suraż (3)";23.0;
2002104;"Suraż - urban area (4)";19.8;
2002105;"Suraż - rural area (5)";26.3;
2002112;"Turośń Kościelna (2)";18.3;
2002123;"Tykocin (3)";24.0;
2002124;"Tykocin - urban area (4)";23.6;
2002125;"Tykocin - rural area (5)";24.2;
2002133;"Wasilków (3)";16.3;
2002134;"Wasilków - urban area (4)";18.2;
2002135;"Wasilków - rural area (5)";13.2;
2002143;"Zabłudów (3)";20.5;
2002144;"Zabłudów - urban area (4)";20.7;
2002145;"Zabłudów - rural area (5)";20.4;
2002152;"Zawady (2)";22.3;
2003011;"Bielsk Podlaski (1)";26.5;
2003021;"Brańsk (1)";24.8;
2003032;"Bielsk Podlaski (2)";30.3;
2003042;"Boćki (2)";28.5;
2003052;"Brańsk (2)";25.2;
2003062;"Orla (2)";38.0;
2003072;"Rudka (2)";24.3;
2003082;"Wyszki (2)";27.5;
2004011;"Grajewo (1)";23.7;
2004022;"Grajewo (2)";19.6;
2004032;"Radziłów (2)";23.3;
2004043;"Rajgród (3)";24.5;
2004044;"Rajgród - urban area (4)";31.1;
2004045;"Rajgród - rural area (5)";21.7;
2004053;"Szczuczyn (3)";22.4;
2004054;"Szczuczyn - urban area (4)";23.4;
2004055;"Szczuczyn - rural area (5)";21.1;
2004062;"Wąsosz (2)";22.0;
2005011;"Hajnówka (1)";30.2;
2005022;"Białowieża (2)";31.3;
2005032;"Czeremcha (2)";34.5;
2005042;"Czyże (2)";36.8;
2005052;"Dubicze Cerkiewne (2)";38.6;
2005062;"Hajnówka (2)";27.4;
2005073;"Kleszczele (3)";36.4;
2005074;"Kleszczele - urban area (4)";32.0;
2005075;"Kleszczele - rural area (5)";40.8;
2005082;"Narew (2)";32.5;
2005092;"Narewka (2)";33.1;
2006011;"Kolno (1)";24.1;
2006022;"Grabowo (2)";21.1;
2006032;"Kolno (2)";18.5;
2006042;"Mały Płock (2)";22.0;
2006053;"Stawiski (3)";21.5;
2006054;"Stawiski - urban area (4)";22.7;
2006055;"Stawiski - rural area (5)";20.8;
2006062;"Turośl (2)";16.8;
2007013;"Jedwabne (3)";22.7;
2007014;"Jedwabne - urban area (4)";20.9;
2007015;"Jedwabne - rural area (5)";23.6;
2007022;"Łomża (2)";18.4;
2007032;"Miastkowo (2)";18.7;
2007043;"Nowogród (3)";20.9;
2007044;"Nowogród - urban area (4)";19.9;
2007045;"Nowogród - rural area (5)";22.1;
2007052;"Piątnica (2)";19.8;
2007062;"Przytuły (2)";22.3;
2007072;"Śniadowo (2)";21.9;
2007082;"Wizna (2)";23.6;
2007092;"Zbójna (2)";20.4;
2008013;"Goniądz (3)";24.3;
2008014;"Goniądz - urban area (4)";25.8;
2008015;"Goniądz - rural area (5)";23.5;
2008022;"Jasionówka (2)";23.9;
2008032;"Jaświły (2)";24.5;
2008043;"Knyszyn (3)";22.7;
2008044;"Knyszyn - urban area (4)";23.6;
2008045;"Knyszyn - rural area (5)";21.4;
2008052;"Krypno (2)";21.0;
2008063;"Mońki (3)";23.7;
2008064;"Mońki - urban area (4)";25.3;
2008065;"Mońki - rural area (5)";20.3;
2008072;"Trzcianne (2)";23.6;
2009011;"Sejny (1)";28.3;
2009022;"Giby (2)";27.0;
2009032;"Krasnopol (2)";22.5;
2009042;"Puńsk (2)";23.8;
2009052;"Sejny (2)";23.2;
2010011;"Siemiatycze (1)";26.9;
2010023;"Drohiczyn (3)";27.4;
2010024;"Drohiczyn - urban area (4)";32.2;
2010025;"Drohiczyn - rural area (5)";25.2;
2010032;"Dziadkowice (2)";24.6;
2010042;"Grodzisk (2)";24.8;
2010052;"Mielnik (2)";33.8;
2010062;"Milejczyce (2)";31.0;
2010072;"Nurzec-Stacja (2)";30.4;
2010082;"Perlejewo (2)";24.8;
2010092;"Siemiatycze (2)";24.2;
2011013;"Dąbrowa Białostocka (3)";26.6;
2011014;"Dąbrowa Białostocka - urban area (4)";29.1;
2011015;"Dąbrowa Białostocka - rural area (5)";24.2;
2011022;"Janów (2)";24.6;
2011032;"Korycin (2)";22.9;
2011043;"Krynki (3)";30.0;
2011044;"Krynki - urban area (4)";29.5;
2011045;"Krynki - rural area (5)";31.8;
2011052;"Kuźnica (2)";24.1;
2011062;"Nowy Dwór (2)";27.2;
2011072;"Sidra (2)";26.3;
2011083;"Sokółka (3)";24.0;
2011084;"Sokółka - urban area (4)";25.3;
2011085;"Sokółka - rural area (5)";20.8;
2011093;"Suchowola (3)";24.7;
2011094;"Suchowola - urban area (4)";25.8;
2011095;"Suchowola - rural area (5)";24.2;
2011102;"Szudziałowo (2)";27.8;
2012012;"Bakałarzewo (2)";21.7;
2012022;"Filipów (2)";22.4;
2012032;"Jeleniewo (2)";20.0;
2012042;"Przerośl (2)";22.1;
2012052;"Raczki (2)";20.6;
2012062;"Rutka-Tartak (2)";22.5;
2012072;"Suwałki (2)";18.6;
2012082;"Szypliszki (2)";21.4;
2012092;"Wiżajny (2)";26.9;
2013011;"Wysokie Mazowieckie (1)";23.9;
2013023;"Ciechanowiec (3)";25.1;
2013024;"Ciechanowiec - urban area (4)";25.4;
2013025;"Ciechanowiec - rural area (5)";24.8;
2013033;"Czyżew (3)";22.8;
2013034;"Czyżew - urban area (4)";22.3;
2013035;"Czyżew - rural area (5)";23.2;
2013042;"Klukowo (2)";25.4;
2013052;"Kobylin-Borzymy (2)";23.2;
2013062;"Kulesze Kościelne (2)";23.1;
2013072;"Nowe Piekuty (2)";23.1;
2013082;"Sokoły (2)";24.4;
2013093;"Szepietowo (3)";24.5;
2013094;"Szepietowo - urban area (4)";26.1;
2013095;"Szepietowo - rural area (5)";23.8;
2013102;"Wysokie Mazowieckie (2)";19.4;
2014011;"Zambrów (1)";24.5;
2014022;"Kołaki Kościelne (2)";24.1;
2014032;"Rutki (2)";21.8;
2014042;"Szumowo (2)";22.4;
2014052;"Zambrów (2)";20.1;
2061011;"Białystok (1)";23.4;
2062011;"Łomża (1)";25.1;
2063011;"Suwałki (1)";22.1;
2201012;"Borzytuchom (2)";13.9;
2201023;"Bytów (3)";20.8;
2201024;"Bytów - urban area (4)";23.8;
2201025;"Bytów - rural area (5)";15.2;
2201032;"Czarna Dąbrówka (2)";19.5;
2201042;"Kołczygłowy (2)";19.2;
2201052;"Lipnica (2)";20.0;
2201063;"Miastko (3)";24.3;
2201064;"Miastko - urban area (4)";29.2;
2201065;"Miastko - rural area (5)";18.9;
2201072;"Parchowo (2)";17.7;
2201082;"Studzienice (2)";18.6;
2201092;"Trzebielino (2)";20.6;
2201102;"Tuchomie (2)";17.1;
2202011;"Chojnice (1)";24.0;
2202023;"Brusy (3)";17.7;
2202024;"Brusy - urban area (4)";17.7;
2202025;"Brusy - rural area (5)";17.7;
2202032;"Chojnice (2)";17.7;
2202043;"Czersk (3)";20.6;
2202044;"Czersk - urban area (4)";21.5;
2202045;"Czersk - rural area (5)";19.7;
2202052;"Konarzyny (2)";16.7;
2203011;"Człuchów (1)";28.8;
2203023;"Czarne (3)";23.6;
2203024;"Czarne - urban area (4)";23.9;
2203025;"Czarne - rural area (5)";23.0;
2203032;"Człuchów (2)";16.9;
2203043;"Debrzno (3)";22.8;
2203044;"Debrzno - urban area (4)";25.5;
2203045;"Debrzno - rural area (5)";19.3;
2203052;"Koczała (2)";24.3;
2203062;"Przechlewo (2)";20.8;
2203072;"Rzeczenica (2)";22.3;
2204011;"Pruszcz Gdański (1)";19.7;
2204022;"Cedry Wielkie (2)";18.1;
2204032;"Kolbudy (2)";15.8;
2204042;"Pruszcz Gdański (2)";13.9;
2204052;"Przywidz (2)";18.5;
2204062;"Pszczółki (2)";16.2;
2204072;"Suchy Dąb (2)";17.0;
2204082;"Trąbki Wielkie (2)";16.8;
2205012;"Chmielno (2)";16.8;
2205023;"Kartuzy (3)";19.5;
2205024;"Kartuzy - urban area (4)";25.2;
2205025;"Kartuzy - rural area (5)";15.6;
2205032;"Przodkowo (2)";12.8;
2205042;"Sierakowice (2)";14.0;
2205052;"Somonino (2)";14.6;
2205062;"Stężyca (2)";15.2;
2205072;"Sulęczyno (2)";18.0;
2205083;"Żukowo (3)";13.3;
2205084;"Żukowo - urban area (4)";21.0;
2205085;"Żukowo - rural area (5)";12.1;
2206011;"Kościerzyna (1)";22.6;
2206022;"Dziemiany (2)";18.2;
2206032;"Karsin (2)";20.8;
2206042;"Kościerzyna (2)";17.4;
2206052;"Liniewo (2)";21.3;
2206062;"Lipusz (2)";17.2;
2206072;"Nowa Karczma (2)";17.0;
2206082;"Stara Kiszewa (2)";19.2;
2207011;"Kwidzyn (1)";23.5;
2207022;"Gardeja (2)";17.7;
2207032;"Kwidzyn (2)";16.7;
2207043;"Prabuty (3)";21.7;
2207044;"Prabuty - urban area (4)";23.7;
2207045;"Prabuty - rural area (5)";17.9;
2207052;"Ryjewo (2)";19.2;
2207062;"Sadlinki (2)";16.8;
2208011;"Lębork (1)";24.6;
2208021;"Łeba (1)";31.2;
2208032;"Cewice (2)";17.3;
2208042;"Nowa Wieś Lęborska (2)";18.5;
2208052;"Wicko (2)";20.0;
2209011;"Malbork (1)";26.1;
2209032;"Lichnowy (2)";17.1;
2209042;"Malbork (2)";16.3;
2209062;"Miłoradz (2)";19.7;
2209073;"Nowy Staw (3)";22.9;
2209074;"Nowy Staw - urban area (4)";25.9;
2209075;"Nowy Staw - rural area (5)";19.1;
2209082;"Stare Pole (2)";20.6;
2210011;"Krynica Morska (1)";27.9;
2210023;"Nowy Dwór Gdański (3)";22.2;
2210024;"Nowy Dwór Gdański - urban area (4)";24.2;
2210025;"Nowy Dwór Gdański - rural area (5)";19.6;
2210032;"Ostaszewo (2)";22.0;
2210042;"Stegna (2)";23.2;
2210052;"Sztutowo (2)";25.3;
2211011;"Hel (1)";27.2;
2211023;"Jastarnia (3)";25.1;
2211024;"Jastarnia - urban area (4)";24.4;
2211025;"Jastarnia - rural area (5)";27.3;
2211031;"Puck (1)";26.7;
2211043;"Władysławowo (3)";23.4;
2211044;"Władysławowo - urban area (4)";24.8;
2211045;"Władysławowo - rural area (5)";20.9;
2211052;"Kosakowo (2)";13.2;
2211062;"Krokowa (2)";18.5;
2211072;"Puck (2)";15.5;
2212011;"Ustka (1)";32.2;
2212022;"Damnica (2)";20.8;
2212032;"Dębnica Kaszubska (2)";20.2;
2212042;"Główczyce (2)";21.0;
2212053;"Kępice (3)";23.3;
2212054;"Kępice - urban area (4)";27.4;
2212055;"Kępice - rural area (5)";20.5;
2212062;"Kobylnica (2)";16.8;
2212072;"Potęgowo (2)";20.5;
2212082;"Redzikowo (2)";17.1;
2212092;"Smołdzino (2)";24.5;
2212102;"Ustka (2)";21.1;
2213013;"Czarna Woda (3)";24.8;
2213014;"Czarna Woda - urban area (4)";25.5;
2213015;"Czarna Woda - rural area (5)";19.8;
2213021;"Skórcz (1)";20.2;
2213031;"Starogard Gdański (1)";24.0;
2213042;"Bobowo (2)";16.2;
2213052;"Kaliska (2)";19.1;
2213062;"Lubichowo (2)";18.6;
2213072;"Osieczna (2)";19.7;
2213082;"Osiek (2)";25.6;
2213093;"Skarszewy (3)";17.8;
2213094;"Skarszewy - urban area (4)";20.0;
2213095;"Skarszewy - rural area (5)";16.0;
2213102;"Skórcz (2)";19.1;
2213112;"Smętowo Graniczne (2)";21.8;
2213122;"Starogard Gdański (2)";15.7;
2213132;"Zblewo (2)";16.6;
2214011;"Tczew (1)";23.7;
2214023;"Gniew (3)";22.5;
2214024;"Gniew - urban area (4)";26.0;
2214025;"Gniew - rural area (5)";19.9;
2214032;"Morzeszczyn (2)";19.8;
2214043;"Pelplin (3)";20.7;
2214044;"Pelplin - urban area (4)";24.3;
2214045;"Pelplin - rural area (5)";17.6;
2214052;"Subkowy (2)";16.8;
2214062;"Tczew (2)";14.6;
2215011;"Reda (1)";17.0;
2215021;"Rumia (1)";21.2;
2215031;"Wejherowo (1)";22.5;
2215042;"Choczewo (2)";22.9;
2215052;"Gniewino (2)";17.8;
2215062;"Linia (2)";15.2;
2215072;"Luzino (2)";13.1;
2215082;"Łęczyce (2)";17.3;
2215092;"Szemud (2)";14.1;
2215102;"Wejherowo (2)";12.9;
2216013;"Dzierzgoń (3)";21.6;
2216014;"Dzierzgoń - urban area (4)";23.9;
2216015;"Dzierzgoń - rural area (5)";18.6;
2216022;"Mikołajki Pomorskie (2)";19.8;
2216032;"Stary Dzierzgoń (2)";22.5;
